Nom item;niveau;taux brisage initial;taux brisage après brisage;nombre d'items brisé en même temps
Le Ours;35; 70 ; 70 ; 1
Le Ours;35; 70 ; 69 ; 1
Le Ours;35; 69 ; 69 ; 1
Le Ours;35; 69 ; 69 ; 1
Le Ours;35; 69 ; 69 ; 1
Le Ours;35; 69 ; 69 ; 1
Le Ours;35; 69 ; 68 ; 1
Le Ours;35; 68 ; 68 ; 1
Le Ours;35; 68 ; 68 ; 1
Le Ours;35; 68 ; 68 ; 1
Le Ours;35; 68 ; 67 ; 1
Le Ours;35; 67 ; 67 ; 2
Le Ours;35; 67 ; 67 ; 1
Le Ours;35; 67 ; 67 ; 1
Le Ours;35; 67 ; 67 ; 1
Le Ours;35; 67 ; 66 ; 2
Le Ours;35; 66 ; 66 ; 2
Le Ours;35; 66 ; 66 ; 1
Le Ours;35; 66 ; 65 ; 3
Le Ours;35; 65 ; 65 ; 1
Le Ours;35; 65 ; 65 ; 1
Le Ours;35; 65 ; 65 ; 1
Le Ours;35; 65 ; 65 ; 1
Le Ours;35; 65 ; 65 ; 1
Le Ours;35; 65 ; 65 ; 1
Le Ours;35; 65 ; 65 ; 1
Le Ours;35; 65 ; 64 ; 1
Le Ours;35; 64 ; 64 ; 3
Le Ours;35; 64 ; 63 ; 1
Le Ours;35; 63 ; 63 ; 1
Le Ours;35; 63 ; 63 ; 1
Le Ours;35; 63 ; 63 ; 1
Le Ours;35; 63 ; 63 ; 1
Le Ours;35; 63 ; 63 ; 1
Le Ours;35; 63 ; 62 ; 2
Le Ours;35; 62 ; 62 ; 1
Le Ours;35; 62 ; 62 ; 1
Le Ours;35; 62 ; 62 ; 1
Le Ours;35; 62 ; 62 ; 1
Le Ours;35; 62 ; 62 ; 1
Le Ours;35; 62 ; 61 ; 1
Le Ours;35; 61 ; 61 ; 1
Le Ours;35; 61 ; 61 ; 1
Le Ours;35; 61 ; 61 ; 1
Le Ours;35; 61 ; 61 ; 1
Le Ours;35; 61 ; 61 ; 1
Le Ours;35; 61 ; 61 ; 1
Le Ours;35; 61 ; 60 ; 1
Le Ours;35; 60 ; 60 ; 1
Le Ours;35; 60 ; 60 ; 1
Le Ours;35; 60 ; 60 ; 1
Le Ours;35; 60 ; 60 ; 1
Le Ours;35; 60 ; 60 ; 1
Le Ours;35; 60 ; 60 ; 1
Le Ours;35; 60 ; 60 ; 1
Le Ours;35; 60 ; 59 ; 1
Le Ours;35; 59 ; 59 ; 1
Le Ours;35; 59 ; 59 ; 1
Le Ours;35; 59 ; 59 ; 1
Le Ours;35; 59 ; 59 ; 1
Le Ours;35; 59 ; 59 ; 1
Le Ours;35; 59 ; 59 ; 1
Le Ours;35; 59 ; 59 ; 1
Le Ours;35; 59 ; 58 ; 1
Le Ours;35; 58 ; 58 ; 1
Le Ours;35; 58 ; 58 ; 1
Le Ours;35; 58 ; 58 ; 1
Le Ours;35; 58 ; 58 ; 1
Le Ours;35; 58 ; 58 ; 1
Le Ours;35; 58 ; 58 ; 1
Le Ours;35; 58 ; 58 ; 1
Le Ours;35; 58 ; 58 ; 1
Le Ours;35; 58 ; 57 ; 2
Le Ours;35; 57 ; 57 ; 1
Le Ours;35; 57 ; 57 ; 2
Le Ours;35; 57 ; 57 ; 1
Le Ours;35; 57 ; 57 ; 1
Le Ours;35; 57 ; 57 ; 1
Le Ours;35; 57 ; 56 ; 1
Le Ours;35; 56 ; 56 ; 1
Le Ours;35; 56 ; 56 ; 1
Le Ours;35; 56 ; 56 ; 1
Le Ours;35; 56 ; 56 ; 1
Le Ours;35; 56 ; 56 ; 1
Le Ours;35; 56 ; 56 ; 1
Le Ours;35; 56 ; 56 ; 1
Le Ours;35; 56 ; 56 ; 1
Le Ours;35; 56 ; 55 ; 1
Le Ours;35; 55 ; 55 ; 1
Le Ours;35; 55 ; 55 ; 1
Le Ours;35; 55 ; 55 ; 1
Le Ours;35; 55 ; 55 ; 1
Le Ours;35; 55 ; 55 ; 1
Le Ours;35; 55 ; 55 ; 1
Le Ours;35; 55 ; 55 ; 1
Le Ours;35; 55 ; 55 ; 1
Le Ours;35; 55 ; 54 ; 2
Le Ours;35; 54 ; 54 ; 1
Le Ours;35; 54 ; 54 ; 1
Le Ours;35; 54 ; 54 ; 1
Le Ours;35; 54 ; 54 ; 1
Le Ours;35; 54 ; 54 ; 1
Le Ours;35; 54 ; 54 ; 1
Le Ours;35; 54 ; 54 ; 1
Le Ours;35; 54 ; 53 ; 2
Le Ours;35; 53 ; 53 ; 1
Le Ours;35; 53 ; 53 ; 1
Le Ours;35; 53 ; 53 ; 1
Le Ours;35; 53 ; 53 ; 1
Le Ours;35; 53 ; 53 ; 1
Le Ours;35; 53 ; 53 ; 1
Le Ours;35; 53 ; 52 ; 2
Le Ours;35; 52 ; 52 ; 1
Le Ours;35; 52 ; 52 ; 1
Le Ours;35; 52 ; 52 ; 1
Le Ours;35; 52 ; 52 ; 1
Le Ours;35; 52 ; 52 ; 1
Le Ours;35; 52 ; 52 ; 1
Le Ours;35; 52 ; 52 ; 1
Le Ours;35; 52 ; 52 ; 1
Le Ours;35; 52 ; 51 ; 1
Le Ours;35; 51 ; 51 ; 1
Le Ours;35; 51 ; 51 ; 1
Le Ours;35; 51 ; 51 ; 2
Le Ours;35; 51 ; 51 ; 1
Le Ours;35; 51 ; 51 ; 1
Le Ours;35; 51 ; 51 ; 1
Le Ours;35; 51 ; 51 ; 2
Le Ours;35; 51 ; 51 ; 1
Le Ours;35; 51 ; 51 ; 1
Le Ours;35; 51 ; 50 ; 1
Le Ours;35; 50 ; 50 ; 1
Le Ours;35; 50 ; 50 ; 2
Le Ours;35; 50 ; 50 ; 1
Le Ours;35; 50 ; 50 ; 1
Le Ours;35; 50 ; 50 ; 1
Le Ours;35; 50 ; 50 ; 1
Le Ours;35; 50 ; 50 ; 1
Le Ours;35; 50 ; 49 ; 2
Le Ours;35; 49 ; 49 ; 1
Le Ours;35; 49 ; 49 ; 1
Le Ours;35; 49 ; 49 ; 1
Le Ours;35; 49 ; 49 ; 1
Le Ours;35; 49 ; 49 ; 2
Le Ours;35; 49 ; 49 ; 1
Le Ours;35; 49 ; 48 ; 1
Le Ours;35; 48 ; 48 ; 1
Le Ours;35; 48 ; 48 ; 1
Le Ours;35; 48 ; 48 ; 1
Le Ours;35; 48 ; 48 ; 1
Le Ours;35; 48 ; 48 ; 1
Le Ours;35; 48 ; 48 ; 2
Le Ours;35; 48 ; 48 ; 1
Le Ours;35; 48 ; 48 ; 1
Le Ours;35; 48 ; 48 ; 1
Le Ours;35; 48 ; 47 ; 1
Le Ours;35; 47 ; 47 ; 1
Le Ours;35; 47 ; 47 ; 2
Le Ours;35; 47 ; 47 ; 1
Le Ours;35; 47 ; 47 ; 1
Le Ours;35; 47 ; 47 ; 1
Le Ours;35; 47 ; 47 ; 2
Le Ours;35; 47 ; 47 ; 1
Le Ours;35; 47 ; 47 ; 1
Le Ours;35; 47 ; 46 ; 2
Le Ours;35; 46 ; 46 ; 1
Le Ours;35; 46 ; 46 ; 1
Le Ours;35; 46 ; 46 ; 1
Le Ours;35; 46 ; 46 ; 1
Le Ours;35; 46 ; 46 ; 1
Le Ours;35; 46 ; 46 ; 1
Le Ours;35; 46 ; 46 ; 1
Le Ours;35; 46 ; 46 ; 1
Le Ours;35; 46 ; 46 ; 1
Le Ours;35; 46 ; 46 ; 1
Le Ours;35; 46 ; 45 ; 1
Le Ours;35; 45 ; 45 ; 1
Le Ours;35; 45 ; 45 ; 1
Le Ours;35; 45 ; 45 ; 1
Le Ours;35; 45 ; 45 ; 2
Le Ours;35; 45 ; 45 ; 1
Le Ours;35; 45 ; 45 ; 1
Le Ours;35; 45 ; 45 ; 1
Le Ours;35; 45 ; 45 ; 1
Le Ours;35; 45 ; 44 ; 1
Le Ours;35; 44 ; 44 ; 1
Le Ours;35; 44 ; 44 ; 1
Le Ours;35; 44 ; 44 ; 1
Le Ours;35; 44 ; 44 ; 1
Le Ours;35; 44 ; 44 ; 1
Le Ours;35; 44 ; 44 ; 1
Le Ours;35; 44 ; 44 ; 1
Le Ours;35; 44 ; 44 ; 1
Le Ours;35; 44 ; 44 ; 1
Le Ours;35; 44 ; 44 ; 2
Le Ours;35; 44 ; 44 ; 1
Le Ours;35; 44 ; 43 ; 1
Le Ours;35; 43 ; 43 ; 1
Le Ours;35; 43 ; 43 ; 1
Le Ours;35; 43 ; 43 ; 2
Le Ours;35; 43 ; 43 ; 1
Le Ours;35; 43 ; 43 ; 1
Le Ours;35; 43 ; 43 ; 1
Le Ours;35; 43 ; 43 ; 1
Le Ours;35; 43 ; 43 ; 1
Le Ours;35; 43 ; 43 ; 1
Le Ours;35; 43 ; 43 ; 1
Le Ours;35; 43 ; 43 ; 1
Le Ours;35; 43 ; 42 ; 1
Le Ours;35; 42 ; 42 ; 1
Le Ours;35; 42 ; 42 ; 1
Le Ours;35; 42 ; 42 ; 1
Le Ours;35; 42 ; 42 ; 1
Le Ours;35; 42 ; 42 ; 1
Le Ours;35; 42 ; 42 ; 1
Le Ours;35; 42 ; 42 ; 1
Le Ours;35; 42 ; 42 ; 1
Le Ours;35; 42 ; 42 ; 1
Le Ours;35; 42 ; 42 ; 1
Le Ours;35; 42 ; 42 ; 2
Le Ours;35; 42 ; 41 ; 2
Le Ours;35; 41 ; 41 ; 1
Le Ours;35; 41 ; 41 ; 1
Le Ours;35; 41 ; 41 ; 1
Le Ours;35; 41 ; 41 ; 1
Le Ours;35; 41 ; 41 ; 1
Le Ours;35; 41 ; 41 ; 1
Le Ours;35; 41 ; 41 ; 1
Le Ours;35; 41 ; 41 ; 1
Le Ours;35; 41 ; 41 ; 1
Le Ours;35; 41 ; 41 ; 1
Le Ours;35; 41 ; 41 ; 1
Le Ours;35; 41 ; 41 ; 2
Le Ours;35; 41 ; 41 ; 1

Chapeau de Barbroussa;74; 80 ; 79 ; 1
Chapeau de Barbroussa;74; 79 ; 78 ; 1
Chapeau de Barbroussa;74; 78 ; 78 ; 1
Chapeau de Barbroussa;74; 78 ; 78 ; 1
Chapeau de Barbroussa;74; 78 ; 77 ; 1
Chapeau de Barbroussa;74; 77 ; 77 ; 1
Chapeau de Barbroussa;74; 77 ; 76 ; 1
Chapeau de Barbroussa;74; 76 ; 76 ; 1
Chapeau de Barbroussa;74; 76 ; 75 ; 1
Chapeau de Barbroussa;74; 75 ; 75 ; 1
Chapeau de Barbroussa;74; 75 ; 75 ; 1
Chapeau de Barbroussa;74; 75 ; 74 ; 1
Chapeau de Barbroussa;74; 74 ; 74 ; 1
Chapeau de Barbroussa;74; 74 ; 73 ; 1
Chapeau de Barbroussa;74; 73 ; 73 ; 1
Chapeau de Barbroussa;74; 73 ; 73 ; 1
Chapeau de Barbroussa;74; 73 ; 72 ; 1
Chapeau de Barbroussa;74; 72 ; 72 ; 1
Chapeau de Barbroussa;74; 72 ; 71 ; 1
Chapeau de Barbroussa;74; 71 ; 71 ; 1
Chapeau de Barbroussa;74; 71 ; 71 ; 1
Chapeau de Barbroussa;74; 71 ; 70 ; 1
Chapeau de Barbroussa;74; 70 ; 70 ; 1
Chapeau de Barbroussa;74; 70 ; 70 ; 1
Chapeau de Barbroussa;74; 70 ; 69 ; 1
Chapeau de Barbroussa;74; 69 ; 69 ; 1
Chapeau de Barbroussa;74; 69 ; 69 ; 1
Chapeau de Barbroussa;74; 69 ; 68 ; 1
Chapeau de Barbroussa;74; 68 ; 68 ; 1
Chapeau de Barbroussa;74; 68 ; 67 ; 1
Chapeau de Barbroussa;74; 67 ; 67 ; 1
Chapeau de Barbroussa;74; 67 ; 67 ; 1
Chapeau de Barbroussa;74; 67 ; 66 ; 1
Chapeau de Barbroussa;74; 66 ; 66 ; 1
Chapeau de Barbroussa;74; 66 ; 65 ; 1
Chapeau de Barbroussa;74; 65 ; 65 ; 1
Chapeau de Barbroussa;74; 65 ; 65 ; 1
Chapeau de Barbroussa;74; 65 ; 64 ; 1
Chapeau de Barbroussa;74; 64 ; 64 ; 1
Chapeau de Barbroussa;74; 64 ; 64 ; 1
Chapeau de Barbroussa;74; 64 ; 64 ; 1
Chapeau de Barbroussa;74; 64 ; 63 ; 1
Chapeau de Barbroussa;74; 63 ; 63 ; 1
Chapeau de Barbroussa;74; 63 ; 63 ; 1
Chapeau de Barbroussa;74; 63 ; 62 ; 1
Chapeau de Barbroussa;74; 62 ; 62 ; 1
Chapeau de Barbroussa;74; 62 ; 62 ; 1

Cape du Capitaine Pirate;92; 81 ; 80 ; 1
Cape du Capitaine Pirate;92; 80 ; 80 ; 1
Cape du Capitaine Pirate;92; 80 ; 79 ; 1
Cape du Capitaine Pirate;92; 79 ; 78 ; 1
Cape du Capitaine Pirate;92; 78 ; 78 ; 1
Cape du Capitaine Pirate;92; 78 ; 77 ; 1
Cape du Capitaine Pirate;92; 77 ; 77 ; 1
Cape du Capitaine Pirate;92; 77 ; 76 ; 1
Cape du Capitaine Pirate;92; 76 ; 76 ; 1
Cape du Capitaine Pirate;92; 76 ; 75 ; 1

Chapitrouille;104; 141 ; 139 ; 1
Chapitrouille;104; 139 ; 137 ; 1
Chapitrouille;104; 137 ; 135 ; 1
Chapitrouille;104; 135 ; 133 ; 1
Chapitrouille;104; 133 ; 131 ; 1
Chapitrouille;104; 131 ; 130 ; 1
Chapitrouille;104; 130 ; 128 ; 1
Chapitrouille;104; 128 ; 126 ; 1
Chapitrouille;104; 126 ; 125 ; 1
Chapitrouille;104; 125 ; 123 ; 1
Chapitrouille;104; 123 ; 122 ; 1
Chapitrouille;104; 122 ; 120 ; 1
Chapitrouille;104; 120 ; 119 ; 1
Chapitrouille;104; 119 ; 117 ; 1
Chapitrouille;104; 117 ; 116 ; 1
Chapitrouille;104; 116 ; 115 ; 1
Chapitrouille;104; 115 ; 113 ; 1
Chapitrouille;104; 113 ; 112 ; 1
Chapitrouille;104; 112 ; 111 ; 1
Chapitrouille;104; 111 ; 110 ; 1
Chapitrouille;104; 110 ; 108 ; 1
Chapitrouille;104; 108 ; 107 ; 1
Chapitrouille;104; 107 ; 106 ; 1
Chapitrouille;104; 106 ; 105 ; 1
Chapitrouille;104; 105 ; 104 ; 1
Chapitrouille;104; 104 ; 103 ; 1
Chapitrouille;104; 103 ; 102 ; 1
Chapitrouille;104; 102 ; 101 ; 1
Chapitrouille;104; 101 ; 100 ; 1
Chapitrouille;104; 100 ; 99 ; 1
Chapitrouille;104; 99 ; 98 ; 1
Chapitrouille;104; 98 ; 97 ; 1
Chapitrouille;104; 97 ; 96 ; 1
Chapitrouille;104; 96 ; 95 ; 1
Chapitrouille;104; 95 ; 94 ; 1
Chapitrouille;104; 94 ; 93 ; 1
Chapitrouille;104; 93 ; 92 ; 1
Chapitrouille;104; 92 ; 91 ; 1
Chapitrouille;104; 91 ; 90 ; 1
Chapitrouille;104; 90 ; 90 ; 1
Chapitrouille;104; 90 ; 89 ; 1
Chapitrouille;104; 89 ; 88 ; 1
Chapitrouille;104; 88 ; 87 ; 1
Chapitrouille;104; 87 ; 87 ; 1
Chapitrouille;104; 87 ; 86 ; 1
Chapitrouille;104; 86 ; 85 ; 1
Chapitrouille;104; 85 ; 84 ; 1
Chapitrouille;104; 84 ; 84 ; 1
Chapitrouille;104; 84 ; 83 ; 1
Chapitrouille;104; 83 ; 82 ; 1

Blopture Coco;50; 272 ; 268 ; 1
Blopture Coco;50; 268 ; 261 ; 2
Blopture Coco;50; 261 ; 258 ; 1
Blopture Coco;50; 258 ; 254 ; 1
Blopture Coco;50; 254 ; 251 ; 1
Blopture Coco;50; 251 ; 248 ; 1
Blopture Coco;50; 248 ; 245 ; 1
Blopture Coco;50; 245 ; 242 ; 1
Blopture Coco;50; 242 ; 239 ; 1
Blopture Coco;50; 239 ; 236 ; 1
Blopture Coco;50; 236 ; 233 ; 1
Blopture Coco;50; 233 ; 230 ; 1
Blopture Coco;50; 230 ; 227 ; 1
Blopture Coco;50; 227 ; 225 ; 1
Blopture Coco;50; 225 ; 222 ; 1
Blopture Coco;50; 222 ; 220 ; 1
Blopture Coco;50; 272 ; 217 ; 1
Blopture Coco;50; 272 ; 215 ; 1
Blopture Coco;50; 272 ; 212 ; 1
Blopture Coco;50; 272 ; 210 ; 1
Blopture Coco;50; 272 ; 208 ; 1
Blopture Coco;50; 272 ; 206 ; 1
Blopture Coco;50; 272 ; 203 ; 1
Blopture Coco;50; 272 ; 201 ; 1
Blopture Coco;50; 272 ; 199 ; 1
Blopture Coco;50; 272 ; 197 ; 1
Blopture Coco;50; 272 ; 195 ; 1
Blopture Coco;50; 272 ; 193 ; 1
Blopture Coco;50; 272 ; 191 ; 1
Blopture Coco;50; 272 ; 189 ; 1
Blopture Coco;50; 272 ; 188 ; 1
Blopture Coco;50; 272 ; 186 ; 1
Blopture Coco;50; 272 ; 184 ; 1
Blopture Coco;50; 272 ; 182 ; 1
Blopture Coco;50; 272 ; 181 ; 1
Blopture Coco;50; 272 ; 179 ; 1
Blopture Coco;50; 272 ; 177 ; 1
Blopture Coco;50; 272 ; 176 ; 1
Blopture Coco;50; 272 ; 174 ; 1
Blopture Coco;50; 272 ; 173 ; 1
Blopture Coco;50; 272 ; 171 ; 1
Blopture Coco;50; 272 ; 170 ; 1
Blopture Coco;50; 272 ; 168 ; 1
Blopture Coco;50; 272 ; 167 ; 1
Blopture Coco;50; 272 ; 165 ; 1
Blopture Coco;50; 272 ; 164 ; 1
Blopture Coco;50; 272 ; 162 ; 1
Blopture Coco;50; 272 ; 161 ; 1
Blopture Coco;50; 272 ; 160 ; 1
Blopture Coco;50; 272 ; 158 ; 1

Makiture;10;325;324;1
Makiture;10;324;321;2
Makiture;10;321;319;1
Makiture;10;319;313;4
Makiture;10;313;308;4
Makiture;10;308;307;1
Makiture;10;307;305;1
Makiture;10;305;303;2
Makiture;10;303;299;3
Makiture;10;299;296;2
Makiture;10;296;293;3
Makiture;10;293;290;2
Makiture;10;290;288;2
Makiture;10;288;284;3
Makiture;10;284;282;2
Makiture;10;282;279;3
Makiture;10;279;277;2
Makiture;10;277;274;2
Makiture;10;274;272;2
Makiture;10;272;271;1
Makiture;10;271;270;1
Makiture;10;270;267;3
Makiture;10;267;265;2
Makiture;10;265;261;4